Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,PTS_per_MIN
3799,0.6717557251908397,0.301833568406206,0.20958083832335328,0.2109375,0.19928825622775803,0.5315904139433552,0.4285714285714286,0.43589743589743585,0.5066334991708126,0.2469135802469136,0.26126126126126126,0.46871569703622384,0.4,0.16666666666666666,0.2243589743589744,0.25,0.3055555555555556,0.49184782608695654,0.2884615384615385,1,0.6943359417263112
3800,0.6335877862595419,0.26657263751763055,0.29041916167664666,0.3046875,0.2526690391459075,0.7363834422657951,0.28571428571428575,0.2692307692307692,0.6086235489220564,0.2962962962962963,0.32432432432432434,0.44511525795828755,0.6545454545454545,0.32407407407407407,0.4038461538461539,0.0546875,0.1388888888888889,0.5027173913043478,0.24999999999999994,1,1.0894151411396389
3801,0.7099236641221374,0.22849083215796906,0.11077844311377244,0.125,0.1316725978647687,0.4684095860566448,0.5357142857142858,0.5512820512820512,0.6036484245439468,0.04938271604938272,0.05405405405405406,0.4884742041712404,0.10909090909090909,0.14814814814814814,0.13461538461538464,0.0625,0.11111111111111112,0.49184782608695654,0.09615384615384613,1,0.4848054252913538
3802,0.5419847328244275,0.22849083215796906,0.22155688622754488,0.25,0.20996441281138795,0.6797385620915033,0.5,0.5,0.5157545605306799,0.11111111111111112,0.13513513513513514,0.44017563117453345,0.14545454545454548,0.16666666666666666,0.17307692307692313,0.140625,0.11111111111111112,0.4891304347826087,0.3461538461538461,1,0.9696108505827076
3803,0.5419847328244275,0.2101551480959098,0.08682634730538923,0.109375,0.09252669039145908,0.6427015250544661,0.5714285714285715,0.5769230769230769,0.43283582089552236,0.02469135802469136,0.04504504504504505,0.36937431394072445,0.43636363636363634,0.23148148148148148,0.29487179487179493,0.03125,0.11111111111111112,0.5027173913043478,0.11538461538461535,1,0.4131339001353623
3804,0.732824427480916,0.2411847672778562,0.2395209580838323,0.265625,0.28113879003558717,0.48583877995642694,0.32142857142857145,0.3333333333333333,0.37645107794361526,0.2469135802469136,0.2522522522522523,0.48518111964873756,0.32727272727272727,0.24999999999999997,0.2820512820512821,0.140625,0.11111111111111112,0.4945652173913043,0.1923076923076923,1,0.993060342009428
3805,0.5954198473282443,0.2496473906911143,0.18562874251497005,0.2265625,0.1637010676156584,0.8191721132897603,0.4285714285714286,0.3846153846153846,0.2893864013266998,0.08641975308641975,0.12612612612612614,0.38419319429198684,0.5272727272727272,0.40740740740740733,0.467948717948718,0.046875,0.11111111111111112,0.5054347826086957,0.2115384615384615,1,0.7435339366525585
3806,0.4961832061068702,0.20733427362482376,0.1377245508982036,0.109375,0.1387900355871886,0.34640522875817,0.7142857142857144,0.7564102564102564,0.5945273631840796,0.1728395061728395,0.16216216216216217,0.5027442371020856,0.14545454545454548,0.13888888888888887,0.14743589743589747,0.03125,0.16666666666666666,0.5027173913043478,0.03846153846153845,1,0.6642312733816194
3807,0.41221374045801523,0.3328631875881524,0.2544910179640718,0.21875,0.2277580071174377,0.494553376906318,0.6071428571428572,0.6153846153846153,0.5472636815920398,0.2469135802469136,0.2072072072072072,0.5236004390779363,0.2363636363636364,0.24074074074074073,0.2435897435897436,0.140625,0.19444444444444445,0.5027173913043478,0.30769230769230765,1,0.7645284374148542
3808,0.549618320610687,0.43018335684062065,0.4820359281437125,0.4765625,0.3736654804270463,0.8213507625272332,0.5,0.5384615384615384,0.21144278606965172,0.45679012345679015,0.44144144144144154,0.4840834248079034,0.6181818181818182,0.7222222222222222,0.7435897435897436,0.0625,0.11111111111111112,0.5543478260869565,0.44230769230769224,1,1.1205099299622578
3809,0.6106870229007634,0.3906911142454162,0.37125748502994005,0.359375,0.36298932384341637,0.5577342047930283,0.75,0.7179487179487178,0.7180762852404643,0.2469135802469136,0.2522522522522523,0.47969264544456636,0.18181818181818182,0.2685185185185185,0.23076923076923078,0.3125,0.3055555555555556,0.49184782608695654,0.2692307692307692,1,0.9502340062351018
3810,0.4198473282442748,0.17348377997179126,0.17065868263473052,0.171875,0.20284697508896798,0.3703703703703703,0.6428571428571429,0.7179487179487178,0.648424543946932,0.09876543209876544,0.09909909909909911,0.4873765093304061,0.10909090909090909,0.10185185185185185,0.10897435897435899,0.0234375,0.11111111111111112,0.4945652173913043,0.11538461538461535,1,0.9836587955053967
3811,0.3740458015267175,0.0973201692524683,0.044910179640718556,0.046875,0.05338078291814946,0.3616557734204792,0.25,0.3205128205128205,0.2802653399668325,0.11111111111111112,0.11711711711711713,0.4281009879253567,0.2727272727272727,0.15740740740740738,0.20512820512820518,0.015625,0.08333333333333333,0.49728260869565216,0.057692307692307696,0,0.4614209549376658
3812,0.549618320610687,0.377997179125529,0.3353293413173652,0.3046875,0.31316725978647686,0.5206971677559913,0.6785714285714286,0.6666666666666666,0.5538971807628524,0.33333333333333337,0.2972972972972973,0.4945115257958287,0.2727272727272727,0.2685185185185185,0.2884615384615385,0.296875,0.4166666666666667,0.48641304347826086,0.36538461538461536,1,0.8870978114571964
3813,0.748091603053435,0.3977433004231313,0.3622754491017964,0.359375,0.33807829181494664,0.5599128540305012,0.5,0.5384615384615384,0.46019900497512434,0.308641975308642,0.23423423423423426,0.5856201975850714,0.29090909090909095,0.2962962962962963,0.2820512820512821,0.1796875,0.16666666666666666,0.49728260869565216,0.4615384615384615,1,0.9108043823053298
3814,0.4045801526717557,0.03244005641748943,0.014970059880239518,0.015625,0.02135231316725978,0.429193899782135,0.4285714285714286,0.41025641025641024,0.49419568822553894,0.02469135802469136,0.01801801801801802,0.4753018660812294,0.05454545454545454,0.046296296296296294,0.04487179487179488,0.015625,0.05555555555555556,0.49184782608695654,0.07692307692307691,1,0.46132615880973277
3815,0.282442748091603,0.06488011283497885,0.03293413173652694,0.03125,0.06405693950177936,0.19172113289760345,0.5,0.5256410256410255,0.5414593698175788,0.037037037037037035,0.03603603603603604,0.4462129527991218,0.07272727272727274,0.05555555555555555,0.057692307692307696,0.0390625,0.08333333333333333,0.4891304347826087,0.11538461538461535,1,0.5075369774788538
3816,0.46564885496183206,0.15373765867418904,0.17664670658682632,0.140625,0.1387900355871886,0.48366013071895414,0.46428571428571436,0.4871794871794871,0.48341625207296846,0.33333333333333337,0.34234234234234234,0.48518111964873756,0.2,0.15740740740740738,0.17948717948717952,0.015625,0.11111111111111112,0.5027173913043478,0.11538461538461535,1,1.1489391650585281
3817,0.6946564885496183,0.07898448519040904,0.041916167664670656,0.046875,0.03558718861209964,0.5904139433551199,0.28571428571428575,0.2692307692307692,0.3656716417910448,0.0617283950617284,0.08108108108108109,0.4209659714599341,0.03636363636363637,0.037037037037037035,0.03205128205128206,0.1015625,0.11111111111111112,0.49184782608695654,0.13461538461538464,1,0.5306214422897438
3818,0.549618320610687,0.10578279266572639,0.12874251497005987,0.1484375,0.14590747330960857,0.5272331154684096,0.3571428571428572,0.37179487179487175,0.26865671641791045,0.09876543209876544,0.16216216216216217,0.31229418221734356,0.12727272727272726,0.07407407407407407,0.08333333333333336,0.09375,0.1388888888888889,0.4891304347826087,0.2115384615384615,1,1.216930867652277
3819,0.4427480916030534,0.2792665726375177,0.4161676646706586,0.421875,0.3950177935943061,0.6339869281045751,0.5,0.5512820512820512,0.5207296849087895,0.3827160493827161,0.40540540540540543,0.44785949506037315,0.21818181818181817,0.19444444444444442,0.217948717948718,0.1796875,0.08333333333333333,0.4891304347826087,0.3461538461538461,1,1.4901631767402714
3820,0.5190839694656488,0.15514809590973205,0.10479041916167664,0.1015625,0.08540925266903916,0.5490196078431373,0.3928571428571429,0.4230769230769231,0.45605306799336653,0.1358024691358025,0.1801801801801802,0.38419319429198684,0.32727272727272727,0.2037037037037037,0.23076923076923078,0.0078125,0.05555555555555556,0.529891304347826,0.13461538461538464,1,0.6753783523010082
3821,0.549618320610687,0.18053596614950634,0.155688622754491,0.140625,0.11743772241992882,0.6361655773420478,0.5,0.4871794871794871,0.4353233830845771,0.19753086419753088,0.18918918918918923,0.49670691547749724,0.12727272727272726,0.12962962962962962,0.12179487179487182,0.0546875,0.1388888888888889,0.4945652173913043,0.15384615384615385,1,0.8623212474631999
3822,0.6030534351145038,0.10155148095909734,0.09580838323353293,0.0859375,0.07829181494661923,0.5751633986928104,0.5357142857142858,0.4871794871794871,0.5796019900497512,0.16049382716049385,0.14414414414414417,0.535675082327113,0.05454545454545454,0.027777777777777776,0.03205128205128206,0.140625,0.1388888888888889,0.4809782608695652,0.2884615384615385,0,0.9433535463323797
3823,0.748091603053435,0.5007052186177715,0.3502994011976047,0.375,0.33451957295373663,0.6296296296296298,0.5357142857142858,0.5128205128205128,0.4693200663349917,0.3580246913580247,0.40540540540540543,0.43907793633369924,0.5454545454545454,0.5092592592592593,0.5448717948717949,0.25,0.4722222222222222,0.5081521739130435,0.38461538461538464,1,0.6995980712641592
3824,0.32061068702290074,0.10719322990126941,0.0748502994011976,0.0703125,0.06761565836298933,0.48583877995642694,0.3928571428571429,0.3974358974358974,0.5132669983416251,0.14814814814814814,0.15315315315315317,0.429198682766191,0.2727272727272727,0.2037037037037037,0.2243589743589744,0.0390625,0.05555555555555556,0.5027173913043478,0.09615384615384613,0,0.6982093680398643
3825,0.648854961832061,0.17630465444287735,0.12275449101796407,0.109375,0.099644128113879,0.5838779956427016,0.6785714285714286,0.6538461538461537,0.43781094527363185,0.09876543209876544,0.10810810810810811,0.3968166849615806,0.2363636363636364,0.36111111111111105,0.33333333333333337,0.03125,0.02777777777777778,0.49184782608695654,0.057692307692307696,1,0.6962239832295631
3826,0.6259541984732824,0.1368124118476728,0.19760479041916168,0.21875,0.18861209964412812,0.6470588235294117,0.28571428571428575,0.3076923076923077,0.417910447761194,0.19753086419753088,0.24324324324324328,0.4264544456641054,0.32727272727272727,0.15740740740740738,0.21153846153846156,0.0546875,0.08333333333333333,0.49728260869565216,0.2692307692307692,1,1.4442428528387523
